title,shopLink,createdTime,reviewsLink,reviewsQuantity,priceFormatted,hasVariants,mods,id,currency,creditMonthlyPrice,brand,stock,loanAvailable,discount,unitSalePrice,rating,adjustedRating,categoryId,price,color,full_name
Apple MacBook Air 13 MGN63 серый,https://kaspi.kz/shop/p/apple-macbook-air-13-mgn63-seryi-100797845/?c=750000000,2020-11-30T06:05:37.120Z,https://kaspi.kz/shop/p/apple-macbook-air-13-mgn63-seryi-100797845/?c=750000000&tab=reviews,344.0,486 270 ₸,False,,100797845,KZT,30765.0,Apple,1,True,0,486270.0,5.0,10,00588,486270.0,серый,Apple MacBook Air 13 MGN63
Apple MacBook Air 13 MGN93 серебристый,https://kaspi.kz/shop/p/apple-macbook-air-13-mgn93-serebristyi-100798912/?c=750000000,2020-11-30T10:08:16.354Z,https://kaspi.kz/shop/p/apple-macbook-air-13-mgn93-serebristyi-100798912/?c=750000000&tab=reviews,149.0,494 420 ₸,False,,100798912,KZT,31281.0,Apple,1,True,0,494420.0,5.0,10,00588,494420.0,серебристый,Apple MacBook Air 13 MGN93
ASUS TUF Gaming A15 FA506IHRB-HN082 90NR07G7-M008E0 черный,https://kaspi.kz/shop/p/asus-tuf-gaming-a15-fa506ihrb-hn082-90nr07g7-m008e0-chernyi-105681649/?c=750000000,2022-07-19T06:16:23.229Z,https://kaspi.kz/shop/p/asus-tuf-gaming-a15-fa506ihrb-hn082-90nr07g7-m008e0-chernyi-105681649/?c=750000000&tab=reviews,13.0,399 990 ₸,False,,105681649,KZT,25306.0,ASUS,1,True,0,399990.0,5.0,10,00588,399990.0,черный,ASUS TUF Gaming A15 FA506IHRB-HN082 90NR07G7-M008E0
Acer Nitro 5 AN515-57 NH.QEKER.004 черный,https://kaspi.kz/shop/p/acer-nitro-5-an515-57-nh-qeker-004-chernyi-108194028/?c=750000000,2022-12-22T06:20:04.082Z,https://kaspi.kz/shop/p/acer-nitro-5-an515-57-nh-qeker-004-chernyi-108194028/?c=750000000&tab=reviews,7.0,419 990 ₸,False,,108194028,KZT,26572.0,Acer,1,True,0,419990.0,5.0,10,00588,419990.0,черный,Acer Nitro 5 AN515-57 NH.QEKER.004
Acer Nitro 5 AN515-45 NH.QB9ER.004 черный,https://kaspi.kz/shop/p/acer-nitro-5-an515-45-nh-qb9er-004-chernyi-107535784/?c=750000000,2022-11-18T10:05:01.075Z,https://kaspi.kz/shop/p/acer-nitro-5-an515-45-nh-qb9er-004-chernyi-107535784/?c=750000000&tab=reviews,8.0,399 990 ₸,False,,107535784,KZT,25306.0,Acer,1,True,0,399990.0,4.5,9,00588,399990.0,черный,Acer Nitro 5 AN515-45 NH.QB9ER.004
Lenovo IdeaPad 3 15ADA05 81W1016NRK черный,https://kaspi.kz/shop/p/lenovo-ideapad-3-15ada05-81w1016nrk-chernyi-104422750/?c=750000000,2022-04-12T06:13:26.831Z,https://kaspi.kz/shop/p/lenovo-ideapad-3-15ada05-81w1016nrk-chernyi-104422750/?c=750000000&tab=reviews,8.0,169 990 ₸,False,,104422750,KZT,10755.0,Lenovo,1,True,0,169990.0,5.0,10,00588,169990.0,черный,Lenovo IdeaPad 3 15ADA05 81W1016NRK
Acer Extensa 15 EX215-52 NX.EG8ER.00B черный,https://kaspi.kz/shop/p/acer-extensa-15-ex215-52-nx-eg8er-00b-chernyi-105725654/?c=750000000,2022-07-22T05:28:05.727Z,https://kaspi.kz/shop/p/acer-extensa-15-ex215-52-nx-eg8er-00b-chernyi-105725654/?c=750000000&tab=reviews,22.0,299 990 ₸,False,,105725654,KZT,18980.0,Acer,1,True,0,299990.0,5.0,9,00588,299990.0,черный,Acer Extensa 15 EX215-52 NX.EG8ER.00B
Acer Extensa EX215-52-31EB NX.EG8ER.021 черный,https://kaspi.kz/shop/p/acer-extensa-ex215-52-31eb-nx-eg8er-021-chernyi-105725685/?c=750000000,2022-07-22T05:31:14.420Z,https://kaspi.kz/shop/p/acer-extensa-ex215-52-31eb-nx-eg8er-021-chernyi-105725685/?c=750000000&tab=reviews,7.0,238 000 ₸,False,,105725685,KZT,15058.0,Acer,1,True,0,238000.0,5.0,9,00588,238000.0,черный,Acer Extensa EX215-52-31EB NX.EG8ER.021
Lenovo IdeaPad 3 15IGL05 81WQ00EKRK серый,https://kaspi.kz/shop/p/lenovo-ideapad-3-15igl05-81wq00ekrk-seryi-102811758/?c=750000000,2021-11-08T06:31:27.584Z,https://kaspi.kz/shop/p/lenovo-ideapad-3-15igl05-81wq00ekrk-seryi-102811758/?c=750000000&tab=reviews,33.0,148 000 ₸,False,,102811758,KZT,9364.0,Lenovo,1,True,0,148000.0,5.0,9,00588,148000.0,серый,Lenovo IdeaPad 3 15IGL05 81WQ00EKRK
Apple MacBook Air 13 MGND3 золотистый,https://kaspi.kz/shop/p/apple-macbook-air-13-mgnd3-zolotistyi-100797576/?c=750000000,2020-11-30T05:35:44.608Z,https://kaspi.kz/shop/p/apple-macbook-air-13-mgnd3-zolotistyi-100797576/?c=750000000&tab=reviews,157.0,486 780 ₸,False,,100797576,KZT,30797.0,Apple,1,True,0,486780.0,5.0,10,00588,486780.0,золотистый,Apple MacBook Air 13 MGND3
Lenovo IdeaPad 1 14IGL05 81VU00H3RU серый,https://kaspi.kz/shop/p/lenovo-ideapad-1-14igl05-81vu00h3ru-seryi-108464874/?c=750000000,2023-01-16T08:40:47.978Z,https://kaspi.kz/shop/p/lenovo-ideapad-1-14igl05-81vu00h3ru-seryi-108464874/?c=750000000&tab=reviews,1.0,139 990 ₸,False,,108464874,KZT,8857.0,Lenovo,1,True,0,139990.0,4.0,7,00588,139990.0,серый,Lenovo IdeaPad 1 14IGL05 81VU00H3RU
Apple MacBook Pro 13 MYD82 серый,https://kaspi.kz/shop/p/apple-macbook-pro-13-myd82-seryi-100797630/?c=750000000,2020-11-30T05:40:59.999Z,https://kaspi.kz/shop/p/apple-macbook-pro-13-myd82-seryi-100797630/?c=750000000&tab=reviews,146.0,680 000 ₸,False,,100797630,KZT,43022.0,Apple,1,True,0,680000.0,5.0,10,00588,680000.0,серый,Apple MacBook Pro 13 MYD82
ASUS TUF Gaming A15 FA506IHRB-HN084 90NR07G7-M008C0 черный,https://kaspi.kz/shop/p/asus-tuf-gaming-a15-fa506ihrb-hn084-90nr07g7-m008c0-chernyi-106255184/?c=750000000,2022-08-30T08:30:44.804Z,https://kaspi.kz/shop/p/asus-tuf-gaming-a15-fa506ihrb-hn084-90nr07g7-m008c0-chernyi-106255184/?c=750000000&tab=reviews,7.0,389 990 ₸,False,,106255184,KZT,24674.0,ASUS,1,True,0,389990.0,5.0,10,00588,389990.0,черный,ASUS TUF Gaming A15 FA506IHRB-HN084 90NR07G7-M008C0
ASUS Vivobook 15 X515EA-BQ1189 90NB0TY1-M31020 серый,https://kaspi.kz/shop/p/asus-vivobook-15-x515ea-bq1189-90nb0ty1-m31020-seryi-106819408/?c=750000000,2022-10-12T06:51:47.262Z,https://kaspi.kz/shop/p/asus-vivobook-15-x515ea-bq1189-90nb0ty1-m31020-seryi-106819408/?c=750000000&tab=reviews,8.0,219 990 ₸,False,,106819408,KZT,13918.0,ASUS,1,True,0,219990.0,5.0,9,00588,219990.0,серый,ASUS Vivobook 15 X515EA-BQ1189 90NB0TY1-M31020
HP Europe Pavilion 15S-EQ3068CI 725Z0EA серебристый,https://kaspi.kz/shop/p/hp-europe-pavilion-15s-eq3068ci-725z0ea-serebristyi-107198147/?c=750000000,2022-11-01T07:38:04.131Z,https://kaspi.kz/shop/p/hp-europe-pavilion-15s-eq3068ci-725z0ea-serebristyi-107198147/?c=750000000&tab=reviews,8.0,299 900 ₸,False,,107198147,KZT,18974.0,HP,1,True,0,299900.0,5.0,10,00588,299900.0,серебристый,HP Europe Pavilion 15S-EQ3068CI 725Z0EA
ASUS X515EA-BQ1189W 90NB0TY1-M25390 серый,https://kaspi.kz/shop/p/asus-x515ea-bq1189w-90nb0ty1-m25390-seryi-105321625/?c=750000000,2022-06-24T10:38:47.929Z,https://kaspi.kz/shop/p/asus-x515ea-bq1189w-90nb0ty1-m25390-seryi-105321625/?c=750000000&tab=reviews,8.0,259 990 ₸,False,,105321625,KZT,16449.0,ASUS,1,True,0,259990.0,5.0,10,00588,259990.0,серый,ASUS X515EA-BQ1189W 90NB0TY1-M25390
ASUS X515EA-BQ3270 90NB0TY1-M038M0 серый,https://kaspi.kz/shop/p/asus-x515ea-bq3270-90nb0ty1-m038m0-seryi-108070756/?c=750000000,2022-12-13T14:02:51.090Z,https://kaspi.kz/shop/p/asus-x515ea-bq3270-90nb0ty1-m038m0-seryi-108070756/?c=750000000&tab=reviews,3.0,279 980 ₸,False,,108070756,KZT,17714.0,ASUS,1,True,0,279980.0,5.0,10,00588,279980.0,серый,ASUS X515EA-BQ3270 90NB0TY1-M038M0
Asus X515JA-BQ3450 90NB0SR1-M02R00 серый,https://kaspi.kz/shop/p/asus-x515ja-bq3450-90nb0sr1-m02r00-seryi-108002273/?c=750000000,2022-12-09T03:52:24.543Z,https://kaspi.kz/shop/p/asus-x515ja-bq3450-90nb0sr1-m02r00-seryi-108002273/?c=750000000&tab=reviews,1.0,229 990 ₸,False,,108002273,KZT,14551.0,ASUS,1,True,0,229990.0,5.0,10,00588,229990.0,серый,Asus X515JA-BQ3450 90NB0SR1-M02R00
Acer Swift 3 SF314-43-R585SUW1 NX.AB1ER.00D серебристый,https://kaspi.kz/shop/p/acer-swift-3-sf314-43-r585suw1-nx-ab1er-00d-serebristyi-105773845/?c=750000000,2022-07-26T07:09:33.878Z,https://kaspi.kz/shop/p/acer-swift-3-sf314-43-r585suw1-nx-ab1er-00d-serebristyi-105773845/?c=750000000&tab=reviews,2.0,369 990 ₸,False,,105773845,KZT,23408.0,Acer,1,True,0,369990.0,4.5,9,00588,369990.0,серебристый,Acer Swift 3 SF314-43-R585SUW1 NX.AB1ER.00D
ASUS TUF Gaming F15 FX506LHB 90NR03U2-M007N0 черный,https://kaspi.kz/shop/p/asus-tuf-gaming-f15-fx506lhb-90nr03u2-m007n0-chernyi-105574207/?c=750000000,2022-07-11T07:14:40.876Z,https://kaspi.kz/shop/p/asus-tuf-gaming-f15-fx506lhb-90nr03u2-m007n0-chernyi-105574207/?c=750000000&tab=reviews,17.0,419 990 ₸,False,,105574207,KZT,26572.0,ASUS,1,True,0,419990.0,5.0,9,00588,419990.0,черный,ASUS TUF Gaming F15 FX506LHB 90NR03U2-M007N0
ASUS X515EA-BQ3272W 90NB0TY1-M038P0 серый,https://kaspi.kz/shop/p/asus-x515ea-bq3272w-90nb0ty1-m038p0-seryi-108194696/?c=750000000,2022-12-22T07:08:20.129Z,https://kaspi.kz/shop/p/asus-x515ea-bq3272w-90nb0ty1-m038p0-seryi-108194696/?c=750000000&tab=reviews,3.0,289 990 ₸,False,,108194696,KZT,18347.0,ASUS,1,True,0,289990.0,5.0,10,00588,289990.0,серый,ASUS X515EA-BQ3272W 90NB0TY1-M038P0
ASUS X515EA-BQ3166W 90NB0TY2-M02ZM0 темно-серый,https://kaspi.kz/shop/p/asus-x515ea-bq3166w-90nb0ty2-m02zm0-temno-seryi-107705592/?c=750000000,2022-11-28T08:41:43.850Z,https://kaspi.kz/shop/p/asus-x515ea-bq3166w-90nb0ty2-m02zm0-temno-seryi-107705592/?c=750000000&tab=reviews,0.0,289 990 ₸,False,,107705592,KZT,18347.0,ASUS,1,True,0,289990.0,5.0,9,00588,289990.0,темно-серый,ASUS X515EA-BQ3166W 90NB0TY2-M02ZM0
Lenovo IdeaPad 3 15ADA05 81W1016LRK черный,https://kaspi.kz/shop/p/lenovo-ideapad-3-15ada05-81w1016lrk-chernyi-104495046/?c=750000000,2022-04-16T05:52:19.704Z,https://kaspi.kz/shop/p/lenovo-ideapad-3-15ada05-81w1016lrk-chernyi-104495046/?c=750000000&tab=reviews,6.0,155 990 ₸,False,,104495046,KZT,9869.0,Lenovo,1,True,0,155990.0,5.0,9,00588,155990.0,черный,Lenovo IdeaPad 3 15ADA05 81W1016LRK
Asus X515JA-BQ3266 90NB0SR1-M02PU0 серый,https://kaspi.kz/shop/p/asus-x515ja-bq3266-90nb0sr1-m02pu0-seryi-107634599/?c=750000000,2022-11-23T14:51:52.921Z,https://kaspi.kz/shop/p/asus-x515ja-bq3266-90nb0sr1-m02pu0-seryi-107634599/?c=750000000&tab=reviews,1.0,189 990 ₸,False,,107634599,KZT,12021.0,ASUS,1,True,0,189990.0,5.0,10,00588,189990.0,серый,Asus X515JA-BQ3266 90NB0SR1-M02PU0
Lenovo IdeaPad L3 15ITL6 82HL00F0RU серебристый,https://kaspi.kz/shop/p/lenovo-ideapad-l3-15itl6-82hl00f0ru-serebristyi-108090993/?c=750000000,2022-12-14T10:36:08.609Z,https://kaspi.kz/shop/p/lenovo-ideapad-l3-15itl6-82hl00f0ru-serebristyi-108090993/?c=750000000&tab=reviews,3.0,159 990 ₸,False,,108090993,KZT,10123.0,Lenovo,1,True,0,159990.0,5.0,10,00588,159990.0,серебристый,Lenovo IdeaPad L3 15ITL6 82HL00F0RU
Apple MacBook Air 13 MLXW3 серый,https://kaspi.kz/shop/p/apple-macbook-air-13-mlxw3-seryi-105933794/?c=750000000,2022-08-05T04:22:37.924Z,https://kaspi.kz/shop/p/apple-macbook-air-13-mlxw3-seryi-105933794/?c=750000000&tab=reviews,17.0,642 680 ₸,False,,105933794,KZT,40661.0,Apple,1,True,0,642680.0,5.0,10,00588,642680.0,серый,Apple MacBook Air 13 MLXW3
ASUS TUF FX506HC-HN105 90NR0724-M02760 черный,https://kaspi.kz/shop/p/asus-tuf-fx506hc-hn105-90nr0724-m02760-chernyi-102018884/?c=750000000,2021-08-10T10:24:45.262Z,https://kaspi.kz/shop/p/asus-tuf-fx506hc-hn105-90nr0724-m02760-chernyi-102018884/?c=750000000&tab=reviews,21.0,499 890 ₸,False,,102018884,KZT,31627.0,ASUS,1,True,0,499890.0,5.0,10,00588,499890.0,черный,ASUS TUF FX506HC-HN105 90NR0724-M02760
Lenovo IdeaPad 3 15ADA05 81W100RARK серый,https://kaspi.kz/shop/p/lenovo-ideapad-3-15ada05-81w100rark-seryi-102531953/?c=750000000,2021-10-11T08:51:05.492Z,https://kaspi.kz/shop/p/lenovo-ideapad-3-15ada05-81w100rark-seryi-102531953/?c=750000000&tab=reviews,60.0,250 000 ₸,False,,102531953,KZT,15817.0,Lenovo,1,True,0,250000.0,5.0,9,00588,250000.0,серый,Lenovo IdeaPad 3 15ADA05 81W100RARK
Apple MacBook Pro 13 MNEH3 серый,https://kaspi.kz/shop/p/apple-macbook-pro-13-mneh3-seryi-105514238/?c=750000000,2022-07-05T06:02:20.514Z,https://kaspi.kz/shop/p/apple-macbook-pro-13-mneh3-seryi-105514238/?c=750000000&tab=reviews,9.0,699 980 ₸,False,,105514238,KZT,44286.0,Apple,1,True,0,699980.0,5.0,10,00588,699980.0,серый,Apple MacBook Pro 13 MNEH3
Apple MacBook Air 13 MLY33 черный,https://kaspi.kz/shop/p/apple-macbook-air-13-mly33-chernyi-105933768/?c=750000000,2022-08-05T04:15:55.008Z,https://kaspi.kz/shop/p/apple-macbook-air-13-mly33-chernyi-105933768/?c=750000000&tab=reviews,20.0,638 980 ₸,False,,105933768,KZT,40427.0,Apple,1,True,0,638980.0,5.0,10,00588,638980.0,черный,Apple MacBook Air 13 MLY33
Lenovo IdeaPad 3 15IGL05 81WQ00EMRK серый,https://kaspi.kz/shop/p/lenovo-ideapad-3-15igl05-81wq00emrk-seryi-102878742/?c=750000000,2021-11-15T13:00:09.310Z,https://kaspi.kz/shop/p/lenovo-ideapad-3-15igl05-81wq00emrk-seryi-102878742/?c=750000000&tab=reviews,41.0,160 000 ₸,False,,102878742,KZT,10123.0,Lenovo,1,True,0,160000.0,5.0,9,00588,160000.0,серый,Lenovo IdeaPad 3 15IGL05 81WQ00EMRK
ASUS TUF Gaming A15 FA506ICB-HN105 90NR0667-M00BL0 черный,https://kaspi.kz/shop/p/asus-tuf-gaming-a15-fa506icb-hn105-90nr0667-m00bl0-chernyi-108093785/?c=750000000,2022-12-14T11:07:36.446Z,https://kaspi.kz/shop/p/asus-tuf-gaming-a15-fa506icb-hn105-90nr0667-m00bl0-chernyi-108093785/?c=750000000&tab=reviews,8.0,429 990 ₸,False,,108093785,KZT,27204.0,ASUS,1,True,0,429990.0,5.0,9,00588,429990.0,черный,ASUS TUF Gaming A15 FA506ICB-HN105 90NR0667-M00BL0
HP Europe Pavilion 15S-FQ5039CI 799A6EA серебристый,https://kaspi.kz/shop/p/hp-europe-pavilion-15s-fq5039ci-799a6ea-serebristyi-107198135/?c=750000000,2022-11-01T07:37:08.772Z,https://kaspi.kz/shop/p/hp-europe-pavilion-15s-fq5039ci-799a6ea-serebristyi-107198135/?c=750000000&tab=reviews,9.0,304 500 ₸,False,,107198135,KZT,19265.0,HP,1,True,0,304500.0,5.0,10,00588,304500.0,серебристый,HP Europe Pavilion 15S-FQ5039CI 799A6EA
Acer Nitro 5 AN515-57 NH.QBWER.005 черный,https://kaspi.kz/shop/p/acer-nitro-5-an515-57-nh-qbwer-005-chernyi-107535786/?c=750000000,2022-11-18T10:05:11.159Z,https://kaspi.kz/shop/p/acer-nitro-5-an515-57-nh-qbwer-005-chernyi-107535786/?c=750000000&tab=reviews,8.0,444 990 ₸,False,,107535786,KZT,28153.0,Acer,1,True,0,444990.0,5.0,10,00588,444990.0,черный,Acer Nitro 5 AN515-57 NH.QBWER.005
Acer Nitro 5 AN515-58-74XD NH.QFMER.00D черный,https://kaspi.kz/shop/p/acer-nitro-5-an515-58-74xd-nh-qfmer-00d-chernyi-106607259/?c=750000000,2022-09-26T11:43:04.798Z,https://kaspi.kz/shop/p/acer-nitro-5-an515-58-74xd-nh-qfmer-00d-chernyi-106607259/?c=750000000&tab=reviews,7.0,659 989 ₸,False,,106607259,KZT,41756.0,Acer,1,True,0,659989.0,5.0,9,00588,659989.0,черный,Acer Nitro 5 AN515-58-74XD NH.QFMER.00D
ZIK Computers W-1167S EDU 009zik белый,https://kaspi.kz/shop/p/zik-computers-w-1167s-edu-009zik-belyi-100764189/?c=750000000,2020-11-19T14:04:55.635Z,https://kaspi.kz/shop/p/zik-computers-w-1167s-edu-009zik-belyi-100764189/?c=750000000&tab=reviews,13.0,89 900 ₸,False,,100764189,KZT,5688.0,ZIK Computers,1,True,0,89900.0,4.5,8,00588,89900.0,белый,ZIK Computers W-1167S EDU 009zik
Lenovo V14-ADA 82C6S03900 серый,https://kaspi.kz/shop/p/lenovo-v14-ada-82c6s03900-seryi-101128764/?c=750000000,2021-03-03T12:20:13.680Z,https://kaspi.kz/shop/p/lenovo-v14-ada-82c6s03900-seryi-101128764/?c=750000000&tab=reviews,317.0,287 945 ₸,False,,101128764,KZT,18218.0,Lenovo,1,True,0,287945.0,5.0,10,00588,287945.0,серый,Lenovo V14-ADA 82C6S03900
ASUS Vivobook Pro15 M6500QC-HN118 90NB0YN1-M006N0 синий,https://kaspi.kz/shop/p/asus-vivobook-pro15-m6500qc-hn118-90nb0yn1-m006n0-sinii-106530982/?c=750000000,2022-09-20T06:33:27.095Z,https://kaspi.kz/shop/p/asus-vivobook-pro15-m6500qc-hn118-90nb0yn1-m006n0-sinii-106530982/?c=750000000&tab=reviews,9.0,499 990 ₸,False,,106530982,KZT,31633.0,ASUS,1,True,0,499990.0,5.0,10,00588,499990.0,синий,ASUS Vivobook Pro15 M6500QC-HN118 90NB0YN1-M006N0
ASUS X1503Z 90NB0WY1-M00E00 синий,https://kaspi.kz/shop/p/asus-x1503z-90nb0wy1-m00e00-sinii-106876421/?c=750000000,2022-10-17T11:58:19.163Z,https://kaspi.kz/shop/p/asus-x1503z-90nb0wy1-m00e00-sinii-106876421/?c=750000000&tab=reviews,8.0,399 980 ₸,False,,106876421,KZT,25306.0,ASUS,1,True,0,399980.0,5.0,10,00588,399980.0,синий,ASUS X1503Z 90NB0WY1-M00E00
ASUS ZenBook UX3402ZA-KM302W 90NB0WC1-M00NP0 синий,https://kaspi.kz/shop/p/asus-zenbook-ux3402za-km302w-90nb0wc1-m00np0-sinii-106242913/?c=750000000,2022-08-27T07:28:09.879Z,https://kaspi.kz/shop/p/asus-zenbook-ux3402za-km302w-90nb0wc1-m00np0-sinii-106242913/?c=750000000&tab=reviews,4.0,459 990 ₸,False,,106242913,KZT,29102.0,ASUS,1,True,0,459990.0,5.0,10,00588,459990.0,синий,ASUS ZenBook UX3402ZA-KM302W 90NB0WC1-M00NP0
Acer Nitro 5 AN515-58 NH.QFJER.002 черный,https://kaspi.kz/shop/p/acer-nitro-5-an515-58-nh-qfjer-002-chernyi-106763699/?c=750000000,2022-10-07T08:33:48.015Z,https://kaspi.kz/shop/p/acer-nitro-5-an515-58-nh-qfjer-002-chernyi-106763699/?c=750000000&tab=reviews,3.0,499 990 ₸,False,,106763699,KZT,31633.0,Acer,1,True,0,499990.0,5.0,9,00588,499990.0,черный,Acer Nitro 5 AN515-58 NH.QFJER.002
HP Victus 16-e0008ur 489H1EA темно-серый,https://kaspi.kz/shop/p/hp-victus-16-e0008ur-489h1ea-temno-seryi-107706136/?c=750000000,2022-11-28T09:05:43.818Z,https://kaspi.kz/shop/p/hp-victus-16-e0008ur-489h1ea-temno-seryi-107706136/?c=750000000&tab=reviews,5.0,569 800 ₸,False,,107706136,KZT,36050.0,HP,1,True,0,569800.0,5.0,10,00588,569800.0,темно-серый,HP Victus 16-e0008ur 489H1EA
ASUS Vivobook 16x M1603QA-MB167W 90NB0Y81-M009C0 синий,https://kaspi.kz/shop/p/asus-vivobook-16x-m1603qa-mb167w-90nb0y81-m009c0-sinii-107072197/?c=750000000,2022-10-27T07:37:40.321Z,https://kaspi.kz/shop/p/asus-vivobook-16x-m1603qa-mb167w-90nb0y81-m009c0-sinii-107072197/?c=750000000&tab=reviews,6.0,399 990 ₸,False,,107072197,KZT,25306.0,ASUS,1,True,0,399990.0,5.0,10,00588,399990.0,синий,ASUS Vivobook 16x M1603QA-MB167W 90NB0Y81-M009C0
ASUS ROG Strix G15 G513IE-HN004 90NR0582-M01010 черный,https://kaspi.kz/shop/p/asus-rog-strix-g15-g513ie-hn004-90nr0582-m01010-chernyi-102527694/?c=750000000,2021-10-10T11:30:12.884Z,https://kaspi.kz/shop/p/asus-rog-strix-g15-g513ie-hn004-90nr0582-m01010-chernyi-102527694/?c=750000000&tab=reviews,8.0,594 898 ₸,False,,102527694,KZT,37638.0,ASUS,1,True,0,594898.0,5.0,9,00588,594898.0,черный,ASUS ROG Strix G15 G513IE-HN004 90NR0582-M01010
Apple MacBook Pro 14 MKGP3 серый,https://kaspi.kz/shop/p/apple-macbook-pro-14-mkgp3-seryi-102866247/?c=750000000,2021-11-12T14:57:50.448Z,https://kaspi.kz/shop/p/apple-macbook-pro-14-mkgp3-seryi-102866247/?c=750000000&tab=reviews,54.0,1 014 780 ₸,False,,102866247,KZT,64202.0,Apple,1,True,0,1014780.0,5.0,10,00588,1014780.0,серый,Apple MacBook Pro 14 MKGP3
Apple MacBook Pro 13 MYD92 серый,https://kaspi.kz/shop/p/apple-macbook-pro-13-myd92-seryi-100797757/?c=750000000,2020-11-30T05:54:10.259Z,https://kaspi.kz/shop/p/apple-macbook-pro-13-myd92-seryi-100797757/?c=750000000&tab=reviews,87.0,750 000 ₸,False,,100797757,KZT,47450.0,Apple,1,True,0,750000.0,5.0,10,00588,750000.0,серый,Apple MacBook Pro 13 MYD92
Acer AN515-57 NH.QELER.00C черный,https://kaspi.kz/shop/p/acer-an515-57-nh-qeler-00c-chernyi-107574471/?c=750000000,2022-11-21T08:02:46.086Z,https://kaspi.kz/shop/p/acer-an515-57-nh-qeler-00c-chernyi-107574471/?c=750000000&tab=reviews,5.0,489 990 ₸,False,,107574471,KZT,31000.0,Acer,1,True,0,489990.0,5.0,9,00588,489990.0,черный,Acer AN515-57 NH.QELER.00C
Huawei MateBook D 15 BoM-WFQ9 53013HST серебристый,https://kaspi.kz/shop/p/huawei-matebook-d-15-bom-wfq9-53013hst-serebristyi-106763180/?c=750000000,2022-10-07T08:02:16.924Z,https://kaspi.kz/shop/p/huawei-matebook-d-15-bom-wfq9-53013hst-serebristyi-106763180/?c=750000000&tab=reviews,6.0,399 990 ₸,False,,106763180,KZT,25306.0,Huawei,1,True,0,399990.0,5.0,9,00588,399990.0,серебристый,Huawei MateBook D 15 BoM-WFQ9 53013HST
ASUS ROG Strix G15 G513IH 90NR07P2-M00160 серый,https://kaspi.kz/shop/p/asus-rog-strix-g15-g513ih-90nr07p2-m00160-seryi-101686597/?c=750000000,2021-06-18T14:22:26.093Z,https://kaspi.kz/shop/p/asus-rog-strix-g15-g513ih-90nr07p2-m00160-seryi-101686597/?c=750000000&tab=reviews,58.0,429 990 ₸,False,,101686597,KZT,27204.0,ASUS,1,True,0,429990.0,5.0,9,00588,429990.0,серый,ASUS ROG Strix G15 G513IH 90NR07P2-M00160
Lenovo IdeaPad 3 15ITL6 82H8005GRK серебристый,https://kaspi.kz/shop/p/lenovo-ideapad-3-15itl6-82h8005grk-serebristyi-108090705/?c=750000000,2022-12-14T10:34:11.381Z,https://kaspi.kz/shop/p/lenovo-ideapad-3-15itl6-82h8005grk-serebristyi-108090705/?c=750000000&tab=reviews,1.0,159 990 ₸,False,,108090705,KZT,10123.0,Lenovo,1,True,0,159990.0,5.0,10,00588,159990.0,серебристый,Lenovo IdeaPad 3 15ITL6 82H8005GRK
ASUS VivoBook 15 K513EA-L12013W 90NB0SG2-M38550 серебристый,https://kaspi.kz/shop/p/asus-vivobook-15-k513ea-l12013w-90nb0sg2-m38550-serebristyi-106243075/?c=750000000,2022-08-27T07:47:44.429Z,https://kaspi.kz/shop/p/asus-vivobook-15-k513ea-l12013w-90nb0sg2-m38550-serebristyi-106243075/?c=750000000&tab=reviews,9.0,359 990 ₸,False,,106243075,KZT,22776.0,ASUS,1,True,0,359990.0,5.0,10,00588,359990.0,серебристый,ASUS VivoBook 15 K513EA-L12013W 90NB0SG2-M38550
Lenovo Legion 5 17ACH6 82K000ACRK темно-синий,https://kaspi.kz/shop/p/lenovo-legion-5-17ach6-82k000acrk-temno-sinii-107130212/?c=750000000,2022-10-31T07:49:38.117Z,https://kaspi.kz/shop/p/lenovo-legion-5-17ach6-82k000acrk-temno-sinii-107130212/?c=750000000&tab=reviews,5.0,624 900 ₸,False,,107130212,KZT,39536.0,Lenovo,1,True,0,624900.0,5.0,10,00588,624900.0,темно-синий,Lenovo Legion 5 17ACH6 82K000ACRK
ASUS Vivobook Pro15 M6500QC-HN058 90NB0YN1-M004T0 синий,https://kaspi.kz/shop/p/asus-vivobook-pro15-m6500qc-hn058-90nb0yn1-m004t0-sinii-106531003/?c=750000000,2022-09-20T06:34:36.778Z,https://kaspi.kz/shop/p/asus-vivobook-pro15-m6500qc-hn058-90nb0yn1-m004t0-sinii-106531003/?c=750000000&tab=reviews,9.0,458 990 ₸,False,,106531003,KZT,29039.0,ASUS,1,True,0,458990.0,5.0,9,00588,458990.0,синий,ASUS Vivobook Pro15 M6500QC-HN058 90NB0YN1-M004T0
Apple MacBook Air 13 Z15S000MP серый,https://kaspi.kz/shop/p/apple-macbook-air-13-z15s000mp-seryi-106722601/?c=750000000,2022-10-05T02:15:20.518Z,https://kaspi.kz/shop/p/apple-macbook-air-13-z15s000mp-seryi-106722601/?c=750000000&tab=reviews,3.0,780 000 ₸,False,,106722601,KZT,49348.0,Apple,1,True,0,780000.0,4.5,8,00588,780000.0,серый,Apple MacBook Air 13 Z15S000MP
