brand,color,full_name,price,rating
ASUS,серый,ASUS D515DA-BQ1299WS 90NB0T41-M002X0,400000,22
Apple,серебристый,Apple MacBook Pro 14 Z15K0010J,2759000,
Acer,черный,Acer Nitro 5 AN515-55 NH.QB0ER.005,599000,29
HP,черный,HP Envy 13-AY0008UR 1L6D3EA,599890,2
Acer,серебристый,Acer Predator Triton 300SE PT314-51S-79FK NH.QBJER.002,889890,8
ASUS,серый,ASUS Laptop 15 X509J 90NB0QE2-M04160,249900,5
Lenovo,серый,Lenovo Legion 7 16ACHG6 82N600TURK,1149990,
Lenovo,серебристый,Lenovo IdeaPad 3 15IML05 81WB008JRK,329990,13
Lenovo,серый,Lenovo IdeaPad 3 15ITL6 82FG0002US,483000,3
Acer,черный,Acer Aspire A315-34-P351 NX.HE3ER.010,191000,2
Lenovo,синий,Lenovo Legion 5 15ACH6H 82JU000WRK,1000000,12
Lenovo,серый,Lenovo IdeaPad 3 15ITL6 82H800LBRU,286974,4
Acer,серебристый,Acer Swift 3 SF314-43 NX.AB1ER.001,517990,29
DELL,серый,DELL Vostro 5502 210-AXEZ N6000VN5502EMEA01_2105_UBU,285500,6
Leap,белый,Leap T304 SF20GM6N5000,188850,15
Apple,серый,Apple MacBook Air 13 Z1240004Q,1050000,4
Apple,серый,Apple MacBook Pro 16 Z14V0016A,1700000,1
Acer,черный,Acer Nitro AN515-43-R09C NH.Q5XER.004,440000,
DELL,черный,DELL Inspiron 3501 210-AWWX,289990,6
ASUS,серебристый,ASUS VivoBook Flip 14 TP401MA-EC360T 90NB0IV1-M10130,329990,3
HP,серебристый,HP Pavilion x360 14-DY0007UR 3B3Q8EA,379840,1
Lenovo,серый,Lenovo Yoga 7 15ITL5 82BJ0099RU,479990,2
Dell,чёрный,Dell Vostro 3510 210-AZZU-W,800000,
ASUS,серый,ASUS X509FA-EJ996T 90NB0MZ2-M18550,299000,15
HP,серый,HP Victus 16-e0130ur 640B8EA,700500,17
ASUS,серый,ASUS ROG Strix G17 G713QM-HX016 90NR05C2-M03980,1257790,25
Aiwa,серебристый,Aiwa CP1562500U,295000,3
ZIK,белый,ZIK Computers W1167S 017zik,120300,
ASUS,синий,ASUS E410M P41TUW 90NB0Q11-M09990,247790,10
MARTEN,серый,MARTEN ALUMINUM 20 4589M234001AL20,145999,2
MARTEN,серый,MARTEN ALUMINUM 10 4589M234001AL10,139999,
Acer,черный,Acer Nitro 5 AN515-58-5457 NH.QFLER.001,751690,
Lenovo,серебристый,Lenovo Ideapad S145-15API 81UT00M3RK,183980,16
Acer,черный,Acer Nitro 5 AN515-58-5457 NH.QFLER.001,751690,
Lenovo,серебристый,Lenovo Ideapad S145-15API 81UT00M3RK,183980,16
Lenovo,черный,Lenovo IdeaPad S145-14API 81UV0016RK,249990,1
HP,серебристый,HP Probook 455 G8 1Y9H2AVW10H,450990,1
ASUS,черный,ASUS TUF Gaming A15 FA506IHRB-HN084 90NR07G7-M008C0,509900,3
ASUS,серебристый,ASUS Vivobook Pro M3401QA-KM020W 90NB0VZ3-M01140,439890,2
ASUS,серебристый,ASUS X515FA X515FA-BR158W,289790,
ASUS,серебристый,ASUS X409FA X409FA-BV634T,262020,10
Samsung,серебристый,Samsung Galaxy Book Go NP340XLA-KA1US,295000,3
ASUS,серый,ASUS Laptop 14 X409FA 90NB0MS2-M09110,283690,4
Lenovo,серебристый,Lenovo IdeaPad L3 15ITL6 82HL0026RK,277934,
YEPO,серый,YEPO 737A6-J4125,180000,15
Acer,розовый,Acer Swift 1 SF114-34 NX.A9RER.001,327990,6
Lenovo,черный,Lenovo IdeaPad L340-15API 81LW0087RK,199901,14
HP,серебристый,HP Pavilion 15-eg1025ur 55C73EA,459990,4
Lenovo,серый,Lenovo V15 IIL 82C500HSRU,389000,1
ASUS,серый,ASUS TUF FX507ZR-HQ007 90NR0AX2-M001R0,1350000,
ASUS,серый,ASUS ROG Strix G713RM-KH011 90NR08K4-M00A40,1059990,
ASUS,серебристый,ASUS Laptop 15 X509JA-EJ062 I341TUN 90NB0QE1-M13580,269990,4
ASUS,черный,ASUS TUF Gaming F15 FX506HCB-HN144 90NR0724-M06250,608000,10
Lenovo,черный,Lenovo V15 G2 ALC 82KD002XRU,297745,9
Lenovo,серый,Lenovo V15-ADA 82C7009ERU,235000,14
HP,серебристый,HP Probook 430 G8 2X7T6EA,354882,1
ASUS,черный,ASUS TUF Gaming F15 FX506HE-HN142 90NR0704-M03530,588900,
HP,серебристый,HP Probook 430 G8 2X7T6EA,354882,1
ASUS,черный,ASUS TUF Gaming F15 FX506HE-HN142 90NR0704-M03530,588900,
ASUS,синий,ASUS ZenBook UX3402ZA-KM302W 90NB0WC1-M00NP0,623500,
Lenovo,серый,Lenovo V15-IIL 82C500FPRU,318000,1
ASUS,черный,ASUS Zenbook UM3402YA-KP288W 90NB0W95-M00J30,449990,
Apple,серый,Apple MacBook Air 13 Z15T0005G,1358000,
ASUS,серебристый,ASUS VivoBook 15 K513EA-L11653,389990,
ASUS,черный,ASUS E410MA E410MA-BV1503,179990,3
HP,черный,HP Victus 15-fa0031dx,499000,
ASUS,серый,ASUS ZenBook 14 UX425EA 90NB0SM1-M13890,499990,17
ASUS,серый,ASUS X409FA-BV606 90NB0MS1-M09600,269500,
ASUS,синий,ASUS B1400CEAE-EB1972 90NX0421-M22910,349000,
HP,серебристый,HP ProBook 440 G8 2W1G4EA,673608,
ASUS,серый,ASUS Zenbook 13 UX325EA-KG653WS,474990,1
ASUS,серебристый,ASUS M513UA-BQ598W 90NB0TP2-M004E0,379690,2
Lenovo,черный,Lenovo V15 G3 IAP 82TT001TRU,459990,
Realme,синий,Realme Book RMNB1002,399990,
HP,серый,HP 15s-eq1314ur 3B4S6EA,329900,8
Apple,серый,Apple MacBook Air 13 Z125000DL,999990,2
Apple,серый,Apple MacBook Air 13 Z15S000NB,699940,
Huawei,серебристый,Huawei MateBook D 14 NbD-WDI9 53013ERK,339990,
HP,серебристый,HP 15-er0005ur 65G63EA,369900,
HP,черный,HP Victus 16-e1050ci 6K3C9EA,554990,
Huawei,серый,Huawei MateBook D 14 NbD-WDH9,399990,3
Acer,черный,Acer Aspire 7 A715-75G-77DE NH.Q87ER.003,549990,21
HP,черный,HP 240 G8 2R9J1EA,289990,1
Lenovo,черный,Lenovo IdeaPad Gaming 3 15ACH6 82K200H1RK,557790,44
Acer,черный,Acer Extensa 15 EX215-22 NX.EG9ER.02S,225900,
ASUS,серый,ASUS X515E 90NB0TY1-M01RP0,259990,
Acer,серебристый,Acer Swift 1 SF114-34 NX.A78ER.002,255191,8
Acer,темно-серый,Acer Nitro 5 AN515-46-R031 NH.QGZER.007,860240,
Aсer,черный,Aсer Extensa 15 EX215-52-769D NX.EG8ER.00P,379990,5
ASUS,серый,ASUS Zenbook 13 UX325EA-KG653WS,474990,1
ASUS,серебристый,ASUS M513UA-BQ598W 90NB0TP2-M004E0,379690,2
Lenovo,черный,Lenovo V15 G3 IAP 82TT001TRU,459990,
Realme,синий,Realme Book RMNB1002,399990,
Huawei,серебристый,Huawei MateBook D 14 NbD-WDI9 53013ERK,339990,
HP,серебристый,HP 15-er0005ur 65G63EA,369900,
HP,черный,HP Victus 16-e1050ci 6K3C9EA,554990,
Huawei,серый,Huawei MateBook D 14 NbD-WDH9,399990,3
Huawei,серебристый,Huawei MateBook D 15 53013HSR,369990,
Acer,голубой,Acer Swift 3 SF314-57G NX.HUGER.002,495900,16
Lenovo,черный,Lenovo IdeaPad L340-15API 81LW00JURK,189990,
HP,черный,HP 15s-eq1374ur 64S67EA,238997,
Lenovo,серый,Lenovo IdeaPad 3 15IGL05 81WQ00ESRK,182000,3
Lenovo,серый,Lenovo IdeaPad 5 Pro 14ACN6 82L7000PRK,409990,3
Lenovo,серый,Lenovo ThinkBook 15 G2 ITL 20VE0054RU,298970,4
Lenovo,черный,Lenovo Legion 5 15IMH6 82NL000BRK,659980,1
Lenovo,серый,Lenovo IdeaPad 3 15ITL6 82H801XGRE,259421,
ASUS,серебристый,ASUS VivoBook 14 K413EA-EK1758 90NB0RLB-M27080,409990,12
HP,темно-серый,HP Victus 16-e0052ur 4L679EA,572990,
Apple,серебристый,Apple MacBook Pro 14 MKGT3,1273899,3
ASUS,серебристый,ASUS F515JA-BQ2801 90NB0SR2-M00KY0,314626,
ASUS,серый,ASUS X515JF P82SMN 90NB0SW1-M04820,297990,20
Huawei,серый,Huawei MateBook D 15 BoD-WFE9,569989,2
Lenovo,серый,Lenovo IdeaPad 3 15IGL05 81WQ00ENRK,189980,8
Apple,серебристый,Apple MacBook Pro 16 Z14V0008E,2159990,
ASUS,серый,ASUS X509UA-BR180 90NB0NC2-M06210,233337,2
Leen,серый,Leen Tech Leenbook 14V10 LB14V10,289950,4
Acer,черный,Acer A315-56 NX.HS5ER.00R,229990,7
Lenovo,серый,Lenovo ThinkBook 15 G3 ACL 21A4003YRU,309690,12
ASUS,синий,ASUS B5302F 90NX03R1-M007F0,777777,1
Lenovo,серебристый,Lenovo IdeaPad L3 P41TUN 82HL005URK,179990,11
Lenovo,синий,Lenovo Yoga 6 13ALC6 82ND00EURK,459990,
MSI,черный,MSI Modern 14 B11MOU-887XKZ,369990,1
HP,серебристый,HP Pavilion 14-DV0094UR 5C0F2EA,349460,
ASUS,черный,ASUS VivoBook 15 OLED M513UA-L1611W 90NB0TP1-M005E0,419990,
Lenovo,черный,Lenovo IdeaPad Gaming 3 82K201QQRK,689990,
Acer,серебристый,Acer Aspire 3 A315-58G NX.ADUER.00Y,397200,
Lenovo,синий,Lenovo 14ADA05 81W000VKRU,307677,
Lenovo,черный,Lenovo V15 G2 ALC 82KD002XRU,297745,9
HP,серебристый,HP Pavilion 14-dv1005ur 6M869EA,458990,1
Acer,серебристый,Acer Aspire 3 A315-58G NX.ADUER.00Y,397200,
Lenovo,синий,Lenovo 14ADA05 81W000VKRU,307677,
Lenovo,черный,Lenovo IdeaPad V15 Gen 3 IAP 82TT000PRU,289990,
ASUS,синий,ASUS E410M C41SUW 90NB0Q11-M34870,219900,18
Acer,черный,Acer Nitro 5 AN515-46 NH.QH1ER.001,1299790,
Acer,золотистый,Acer SWIFT 1 SF114-34 NX.A75ER.002,199990,
Acer,черный,Acer Nitro 5 AN517-42 NH.QG4ER.009,889890,
Lenovo,черный,Lenovo IdeaPad V15 Gen 3 IAP 82TT000CRU,489990,
HP,серебристый,HP Omen 16-c0038ur 4S1A6EA#ACB,1029990,
GIGABYTE,черный,GIGABYTE AORUS 17 XE4 XE4-73RU514SH,1262996,
Lenovo,серый,Lenovo IdeaPad 5 Pro 16ACH6 82L500W8RK,498990,1
Lenovo,черный,Lenovo V15 G3 IAP 82TT0010RU,369990,
ASUS,черный,ASUS F571G 90NB0NL1-M000C0,484911,13
MSI,черный,MSI Modern 14 B11MOU-888XKZ,364990,
HP,серебристый,HP Probook 450 G8 2X7N5EA,529990,2
Dream,черный,Dream Machines G1650-15KZ72,399970,
Lenovo,синий,Lenovo Yoga 6 13ALC6 82ND003RRK,534990,1
Apple,золотистый,Apple MacBook Air 13 Z15Y000KQ,899990,
Dream,черный,Dream Machines RG3060-15KZ20,675325,
Lenovo,черный,Lenovo V15 G3 IAP 82TT001LRU,499990,
Apple,серебристый,Apple MacBook Pro 16 Z14Y0008D,2159989,
Lenovo,серый,Lenovo IdeaPad 3 15ITL6 82H8010LRK,486510,
MSI,черный,MSI Alpha 15 B5EEK-090XKZ-BBAR556H8GXXDXX,629990,1
Prestigio,серый,Prestigio SmartBook 141 C6 PSB141C06CHP_DG_CIS,149990,
Acer,черный,Acer Nitro 5 AN515-58 NH.QFMER.006,778870,
HP,серебристый,HP 16-c0045ur 4E1R9EA#ACB,919990,
Lenovo,серый,Lenovo ThinkBook 15 G2 ITL 20VE00RRRU,699990,
Prestigio,серебристый,Prestigio SmartBook 141 C7 PSB141C07CHH_MG_CIS,149990,
YEPO,серый,YEPO 737A6 J3455 8/256 YP-102299,173985,
HP,черный,HP 15s-eq1251ur 2P0G8EA,265990,
Lenovo,серый,Lenovo V15 G2 ITL 82KB000ERU,264900,
Lenovo,серый,Lenovo IdeaPad 3 15ITL6 82H802CBRK,212529,1
HP,серебристый,HP 250 G8 3V5P0EA,429990,
Lenovo,черный,Lenovo IdeaPad S145-15AST 81N300E0RK,184000,2
Acer,серый,Acer Aspire 3 A315-58G-37Q0 NX.ADUER.001,288550,15
Huawei,серебристый,Huawei MateBook 14 KLVD-WFH9 53012PCH,669990,
HP,серебристый,HP 250 G8 3V5P0EA,429990,
Lenovo,черный,Lenovo IdeaPad S145-15AST 81N300E0RK,184000,2
Acer,серый,Acer Aspire 3 A315-58G-37Q0 NX.ADUER.001,288550,15
Huawei,серебристый,Huawei MateBook 14 KLVD-WFH9 53012PCH,669990,
Lenovo,серый,Lenovo V15-IIL 82C500LPRU,359800,
Lenovo,серебристый,Lenovo Ideapad 1 11ADA05 82GV001NRK,159990,10
Lenovo,серый,Lenovo V15 82C7007VRU,261080,16
Lenovo,серый,Lenovo IdeaPad 3 I381TMW 81WE00Q7RK,279990,5
Apple,серый,Apple MacBook Pro 13 Z11B000E3,1199990,1
Acer,серебристый,Acer Predator Triton 300SE PT314-51S-51NZ NH.QBJER.004,638330,13
Lenovo,серый,Lenovo ThinkBook 15 G2 ITL 20VE009BRU,513860,
Lenovo,серый,Lenovo IdeaPad 3 15IIL05 81WE017BRK,250000,5
ASUS,черный,ASUS FX517ZE-HN162 90NR0951-M00A00,599700,
Lenovo,серый,Lenovo IdeaPad 3 15IIL05 81WE01BFRU,273990,
HP,серебристый,HP EliteBook 850 G7 250A2EA,474490,1
Dell,черный,Dell Vostro 3510 210-AZZU-A20,334900,
Lenovo,серебристый,Lenovo Yoga Slim 7 Pro 14IHU5 82NC00DMRK,538010,
Lenovo,серый,Lenovo IdeaPad 3 15ALC6 82KU01S5RK,338930,
Acer,черный,Acer Extensa EX215-52 NX.EG8ER.00H,303900,
ASUS,серый,ASUS X515FA-BR096 90NB0W01-M000W0,264490,12
Lenovo,черный,Lenovo IdeaPad 5 Pro 14ITL6 82L300MTRK,539830,
Lenovo,красный,Lenovo IdeaPad 3 14IIL05 81WD00F9RE,279451,2
HP,черный,HP 250 G8 3C2V0ES,325980,
Lenovo,серый,Lenovo Legion 5 Pro 16ARH7H 82RG001MUS,1489100,
HP,серебристый,HP 14s-fq1020ur 4Z956EA,338400,
Lenovo,серый,Lenovo ideapad 3 15ITL6 82H800MNKG,489667,1
Lenovo,серый,Lenovo Legion 7 16ACHG6 82N6001LRK,1597188,5
Lenovo,серый,Lenovo Legion 5 Pro 16IAH7H 82RF000VGE,1499000,
Acer,черный,Acer Extensa 15 EX215-52-38SC NX.EG8ER.004,229990,
Lenovo,серый,Lenovo V130-15IKB 81HN00NFRU,250990,
Apple,серый,Apple MacBook Pro 14 Z15G000CV,1650000,
Lenovo,черный,Lenovo IdeaPad3 15ACH6 82K201QSRU,518997,
Microsoft,серебристый,Microsoft Microsoft Surface Laptop Studio Model 1964 ABR-00001,1049990,
Lenovo,серый,Lenovo IdeaPad 3 15IIL05 81WE013CRK,355500,23
Lenovo,серый,Lenovo IdeaPad 3 15ITL6 82H802CDRK,260191,
Lenovo,серый,Lenovo IdeaPad 3 15IML05 81WB003GRK,244950,2
Lenovo,черный,Lenovo Yoga 9 14ITL5 82BG00FQRK,969990,
Lenovo,черный,Lenovo Legion 5 15IMH6 82NL0009RK,627990,1
Acer,черный,Acer Extensa 15 EX215-31-C24S NX.EFTER.00E,209000,8
ASUS,серебристый,ASUS VivoBook Pro 14 OLED 90NB0VZ3-M005A0,399990,2
Apple,серебристый,Apple MacBook Air 13 Z15W000KS,899990,
Lenovo,серый,Lenovo V15-ADA 82C70015RU,223900,
Lenovo,черный,Lenovo TP T590 20N5000ART,550900,
HP,синий,HP Pavilion 15-eh2051ci 6M876EA#UUQ,519990,
ASUS,синий,ASUS B1500CEAE-BQ3962 90NX0441-M02TZ0,366200,
Lenovo,серый,Lenovo IdeaPad Flex 5 14IIL05 81X100QWRK,469990,2
Acer,серебристый,Acer Swift 3 SF314-43 NX.AB1ER.006,527990,15
ASUS,серебристый,ASUS K3400PA-KP058T 90NB0UY3-M01030,499990,7
ASUS,синий,ASUS B1500CEAE-BQ3962 90NX0441-M02TZ0,366200,
Lenovo,серый,Lenovo IdeaPad Flex 5 14IIL05 81X100QWRK,469990,2
Acer,серебристый,Acer Swift 3 SF314-43 NX.AB1ER.006,527990,15
ASUS,серебристый,ASUS K3400PA-KP058T 90NB0UY3-M01030,499990,7
Apple,серый,Apple MacBook Pro 16 MK1A3,2143200,2
Lenovo,черный,Lenovo Ideapad L340-15API 81LW0057RK,375990,1
MSI,черный,MSI GF63 Thin 11SC-294XKZ,499990,1
Lenovo,82HL002ERK,Lenovo IdeaPad L3 15ITL6,269976,
Lenovo,серый,Lenovo ThinkBook 15 G4 IAP 21DJ0053RU,689990,1
Lenovo,черный,Lenovo IdeaPad Gaming 3 82K200AURK,479990,
ASUS,черный,ASUS L510KAEJ189W 90NB0UJ5-M003Z0,209700,
Lenovo,серый,Lenovo IdeaPad 3 15ALC6 82KU00HQKG,408970,10
Acer,черный,Acer Aspire A315-56 NX.HS5ER.00G,353900,
Lenovo,серый,Lenovo IdeaPad 3 15ITL6 82H8028JRE,247672,
Acer,серебристый,Acer Aspire 5 A515 NX.A84ER.00M,408907,
Apple,золотистый,Apple MacBook Air 13 Z12A0008K,822990,
Lenovo,серебристый,Lenovo IdeaPad L3 15ITL6 82HL003CRK,345990,
Acer,серебристый,Acer Swift 1 SF114-34-P1QJ NX.A76ER.004,379990,2
ASUS,темно-серый,ASUS ROG Strix G15 G513RM-HQ209,999959,
ASUS,серый,ASUS X515EA-EJ905W 90NB0TY1-M25300,299000,
Apple,серебристый,Apple MacBook Pro 14 Z15K00106,2100000,
ASUS,черный,ASUS VivoBook Pro 15 M3500QA-L1066T,596900,1
ASUS,черный,ASUS TUF Gaming F15 FX506H 90NR0723-M05380,603900,18
Lenovo,серебристый,Lenovo IdeaPad 5 Pro 16IHU6 82L9008NRK,598320,
HP,черный,HP 250 G8 2W9A5EA,362623,
Lenovo,серый,Lenovo Legion 5 Pro 16ACH6H 82JQ00FBUS,1169850,
Lenovo,серый,Lenovo IdeaPad S340-15API 81NC009LRK,258999,13
GIGABYTE,серый,GIGABYTE AORUS 15 XE5 XE5-73RUB34SD,1278499,
Lenovo,серый,Lenovo IdeaPad 5 Pro 16IHU6 82L9002GRK,537769,1
Acer,серебристый,Acer Aspire 3 A315 NX.ADDER.00L,303600,
Apple,серебристый,Apple MacBook Pro 14 Z15J000DW,1249000,7
MSI,черный,MSI GF66 Katana 11UE-226XKZ,843049,2
Lenovo,черный,Lenovo ThinkPad T15G2 I5-1135G7 20W4008YRT,761061,
ASUS,серый,ASUS A416JA-EB1185 90NB0ST2-M23960,259990,
Lenovo,серый,Lenovo V15 IIL 82C500FNRU,370479,
Lenovo,черный,Lenovo ideapad 81WE0122RK,258879,
Lenovo,черный,Lenovo ThinkPad T15G2 I5-1135G7 20W4008YRT,761061,
ASUS,серый,ASUS A416JA-EB1185 90NB0ST2-M23960,259990,
Lenovo,серый,Lenovo V15 IIL 82C500FNRU,370479,
Lenovo,черный,Lenovo ideapad 81WE0122RK,258879,
Lenovo,серый,Lenovo V15 G2 ITL 82KB00MMRU,322258,
MSI,черный,MSI GF76 Katana 11UE-294XKZ,754494,
Lenovo,серый,Lenovo IdeaPad L3 15ITL6 82HL002SRK,317990,5
Lenovo,серебристый,Lenovo ThinkBook 15-IIL 20SM0036RU,301990,2
HP,черный,HP 250 G8 27J88EA,319990,
ASUS,синий,ASUS ExpertBook B1 B1500CEAE-BQ2001R 90NX0441-M23790,304900,
Lenovo,серый,Lenovo ThinkBook 15 G3 ACL 21A40172RU,555990,
Lenovo,черный,Lenovo V15 G2 ALC 82KD002RRU,324990,
Dream,черный,Dream Machines RX2060-17KZ31,949990,
ASUS,черный,ASUS ROG Zephyrus M16 GU603ZE-K8033 90NR0941-M002E0,980800,6
Apple,серый,Apple MacBook Pro 14 Z15G000CK,1644959,
GIGABYTE,серый,GIGABYTE U4 UD 9RC14UD01MG60DRU000,559990,2
HP,серый,HP 250 G8 2W8V7EA,475283,
Acer,черный,Acer Nitro 5 AN515-46-R8AN NH.QGZER.006,879300,
HP,серый,HP 250 G8 2W8Z4EA,244500,2
Apple,серый,Apple MacBook Pro 16 MVVK2,1710866,9
Lenovo,серый,Lenovo V15 G1 IML 82NB001ARU,293880,5
Chuwi,серый,Chuwi CoreBook X Pro 8G/512G,344990,
ASUS,серый,ASUS M515UA-BQ178T 90NB0U11-M02270,358990,
Lenovo,черный,Lenovo IdeaPad Gaming 3 15ACH6 82K2002BRK,549990,1
ASUS,черный,ASUS Zenbook UM3402YA-KM082W 90NB0W95-M00410,589000,1
DELL,черный,DELL Latitude 5520 210-AXVQ N004L552015EMEA,710000,
HP,серебристый,HP ProBook 440 G8 2W1G3EA,649990,
ASUS,серый,ASUS TUF Gaming F15 90NR0723-M02580,634400,5
Lenovo,серый,Lenovo IdeaPad 5 Pro 82L300MSRK,487989,16
Lenovo,серый,Lenovo IdeaPad 3 15IIL05 81WE016VRK,446385,
Lenovo,серый,Lenovo V15 G2 ALC 82KD0031RU,227885,1
Dynabook,темно-синий,Dynabook Satellite Pro C50D-B-104,375900,
Dynabook,темно-синий,Dynabook Satellite Pro C50D-B-10S,405900,
GIGABYTE,черный,GIGABYTE AORUS 17 XE4 XE4-73RU514SD,1499890,
ASUS,серый,ASUS X515EA-BQ321 90NB0TY1-M00RC0,299900,2
Lenovo,темно-серый,Lenovo Yoga Slim 7 82A100HXRK,529790,
Dynabook,темно-синий,Dynabook Satellite Pro C50D-B-10S,405900,
GIGABYTE,черный,GIGABYTE AORUS 17 XE4 XE4-73RU514SD,1499890,
ASUS,серый,ASUS X515EA-BQ321 90NB0TY1-M00RC0,299900,2
Lenovo,темно-серый,Lenovo Yoga Slim 7 82A100HXRK,529790,
GIGABYTE,серый,GIGABYTE AORUS 15 XE5 XE5-73RUB34SH,1220226,
HP,серебристый,HP ENVY 17-CH0004UR 3Z9Y5EA,757790,
Samsung,серебристый,Samsung Galaxy Book2 Pro NP950XED-KF2US,699950,
Huawei,серый,Huawei MateBook D14 NobelB-WAH9A,398250,1
Apple,серый,Apple MacBook Pro 16 Z0XZ00503,1750000,
DELL,серебристый,DELL Latitude 5530 N209L5530MLK15EMEA,750000,
Ноутбук,черный,Ноутбук Asus VivoBook Pro M7600Q 90NB0V81-M01630,769000,3
Lenovo,серый,Lenovo Legion 5 Pro 16ITH6H 82JD000GRK,999898,2
Lenovo,черный,Lenovo ThinkPad T15G2 20W4008YRT,849890,
Asus,серый,Asus X415EA-EB1209WS 90NB0TT2-M008C0,359990,5
Asus,черный,Asus X540MB-GQ010 90NB0IQ1-M00580,249990,
Dream,черный,Dream Machines RG3050Ti-17KZ21,604050,
HP,черный,HP Laptop 15s-fq3025ur 3V048EA,215700,
ASUS,серый,ASUS TUF Gaming F17 FX706HEB-HX103W 90NR0713-M04480,638000,4
ASUS,черный,ASUS E510MA 90NB0Q61-M12060,389900,11
ASUS,серый,ASUS ROG Zephyrus GA401QC 90NR05T3-M02660,952000,2
Lenovo,серый,Lenovo V15 IIL 82C500FPRU,318000,
ASUS,серый,ASUS X515FA-BR036 90NB0W01-M00540,279390,2
ASUS,черный,ASUS ROG Zephyrus G15 GA503Q 90NR04X2-M00200,1550000,
ASUS,серебристый,ASUS K513EA-BN2024WS 90NB0SG2-M001R0,468850,5
Lenovo,серый,Lenovo V15 IIL 82C500FPRU,318000,
ASUS,серый,ASUS X515FA-BR036 90NB0W01-M00540,279390,2
ASUS,черный,ASUS ROG Zephyrus G15 GA503Q 90NR04X2-M00200,1550000,
ASUS,серебристый,ASUS K513EA-BN2024WS 90NB0SG2-M001R0,468850,5
ASUS,серый,ASUS M513UA-L1405W 90NB0TP1-M06450,379000,3
ASUS,синий,ASUS VivoBook M513IA-BQ574T 90NB0RR4-M08340,456920,1
ASUS,серый,ASUS X415EA-EK608T 90NB0TT2-M08560,359990,
HP,серебристый,HP EliteBook 850 G8 336K4EA,1199990,1
HP,серебристый,HP 250 G8 2W8W1EA,400990,
HP,серый,HP 15S-FQ3023UR 3T774EA,289900,
Apple,серый,Apple MacBook Pro 14 Z15G000DG,2500000,
Apple,серый,Apple MacBook Pro 16 Z14X000ME,2800000,
ASUS,серебристый,ASUS X515JF-EJ257 90NB0SW1-M04820,299990,2
Apple,серый,Apple MacBook Pro 16 Z14W00105,3000000,1
ASUS,серый,ASUS X415EA-EB519T 90NB0TT2-M7160,359990,
ASUS,синий,ASUS X515EA-BQ1419 90NB0TY3-M23360,329900,2
ASUS,серый,ASUS FA507RM-HQ074 90NR09C1-M00420,850000,5
Neo,черный,Neo 15U82 NK15U82,229950,
Apple,серый,Apple MacBook Pro 14 Z15G0016D,1282000,
Acer,серебристый,Acer Swift 1 SF114-33 NX.HYTER.001,275990,3
Lenovo,черный,Lenovo IdeaPad Gaming 3 15IHU6 82K1005FRK,657990,1
Apple,серый,Apple MacBook Pro 13 MLL42,1200000,1
Acer,черный,Acer Extensa 15 EX215-32-C7N5 NX.EGNER.006,218815,
Lenovo,черный,Lenovo IdeaPad Gaming 3 I781T1SGN 81Y400NVRK,587990,2
MARTEN,серый,MARTEN ALUMINUM 60 4589M234001AL60,174999,4
ASUS,серый,ASUS X415EA-BV744 90NB0TT1-M10140,259700,24
Acer,черный,Acer Extensa EX215-22-R5HL NX.EG9ER.01D,275990,
ASUS,черный,ASUS TUF Gaming FX506LH-HN004 90NR03U2-M00860,487290,49
ASUS,черный,ASUS ROG Strix G15 G513QM-HF392,977990,3
MARTEN,серый,MARTEN ALUMINUM 50 4589M234001AL50,164999,2
ASUS,черный,ASUS TUF Gaming FX506LH-HN253,547790,19
MARTEN,серый,MARTEN ALUMINUM 30 4589M234001AL30,145999,7
DELL,серебристый,DELL Inspiron 5401 210-AVOM-A4,467990,5
Haier,серебристый,Haier U1500EM,175790,9
Lenovo,черный,Lenovo ThinkPad T14 Gen 1 20UD001GRT,630000,
Acer,серебристый,Acer Swift 3 SF314-42 NX.HSEER.00B,439990,
DELL,черный,DELL Latitude 3520 210-AYNQ-UBU-3,405776,
Lenovo,серый,Lenovo Ideapad 3 15ITL6 82H800LCRK,325990,2
ASUS,серебристый,ASUS D509DA-EJ328,239990,
ASUS,черный,ASUS ROG Zephyrus GU603HR-K8050T 90NR04R1-M01120,1579900,2
Acer,черный,Acer Aspire 3 A315-56-37Y1 I341TUW NX.HS5ER.00R,255990,10
Acer,синий,Acer Swift 3 SF114-33 P41SUW NX.A3FER.001,290790,
Lenovo,серый,Lenovo IdeaPad 3 81W1004KRK,249900,12
Acer,черный,Acer Aspire 7 Gaming A715-75G NH.Q99ER.002,512790,29
HP,черный,HP Pavilion Gaming 16-a0046ur i585SGN 2Z7J4EA,555990,8
DELL,серый,DELL Vostro 5501 210-AVNG-A,399990,1
Acer,золотистый,Acer Swift 1 SF114-34 NX.A75ER.003,209990,
HP,серебристый,HP 455 G8 46W63AV,380000,
HP,черный,HP Europe 250 G8 2W8Z4EA,312900,1
Lenovo,серый,Lenovo Ideapad Slim 1-14AST-05 81VS0046RK,145000,9
HP,серебристый,HP ENVY x360 15-ES0018UR 4L5R6EA,654000,1
HP,серебристый,HP 15s-fq1104ur,379900,4
Acer,серебристый,Acer Swift 3 SF314-41 R585SUW NX.HFDER.007,412990,7
HP,серый,HP Europe 250 G8 27K12EA,300590,2
ASUS,черный,ASUS TUF Gaming F15 FX506LI-HN039 90NR03T1-M01540,537990,3
ASUS,черный,ASUS ROG Strix G17 G712LW-EV002 90NR03E1-M00820,1057790,
